concept,nb_publ,nb_ai_publ,share_ai_total,nb_publ_2005,nb_ai_publ_2005,share_ai_2005, nb_publ_2006,nb_ai_publ_2006,share_ai_2006,nb_publ_2007,nb_ai_publ_2007,share_ai_2007,nb_publ_2008,nb_ai_publ_2008,share_ai_2008,nb_publ_2009,nb_ai_publ_2009,share_ai_2009,nb_publ_2010,nb_ai_publ_2010,share_ai_2010,nb_publ_2011,nb_publ_2011.1,share_ai_2011,nb_publ_2012,nb_ai_publ_ 2012,share_ai_2012,nb_publ_2013,nb_ai_publ_2013,share_ai_2013,nb_publ_2014,nb_ai_publ_2014,share_ai_2014,nb_publ_2015,nb_ai_publ_2015,share_ai_2015,nb_publ_2016,nb_ai_publ_2016,share_ai_2016,nb_publ_2017,nb_ai_publ_2017,share_ai_2017,nb_publ_2018,nb_ai_publ_2018,share_ai_2018,nb_publ_2019,nb_ai_publ_2019,share_ai_2019,nb_publ_2020,nb_ai_publ_2020,share_ai_2020,nb_publ_2021,nb_ai_publ_2021,share_ai_2021,nb_publ_2022,nb_ai_publ_2022,share_ai_2022,nb_publ_2023,nb_ai_publ_2023,share_ai_2023,nb_publ_2024,nb_ai_publ_2024,share_ai_2024,weighted_nb_citations,weighted_nb_citations_se,top_cited_10,top_cited_10_se,top_cited_5,top_cited_5_se,top_cited_1,top_cited_se,semantic_distance,semantic_distance_se,new_word,new_word_se,new_word_comb,new_word_comb_se,new_phrase,new_phrase_se,new_phrase_comb,new_phrase_comb_se,parent_concept,n_rows,n_items_nov,items_nov_mean,items_nov_std,items_nov_median,items_nov_composite,share_ai_mean_2005_2023
Cell Biology,2 315 777,20 203,0.0087,77 540,544,0.006999999999999999,87 671,643,0.0073,90 355,650,0.0072,97 037,703,0.0072,103 110,753,0.0073,108 467,813,0.0075,111 748,828,0.0074,114 993,859,0.0075,118 750,902,0.0076,118 508,956,0.008100000000000001,116 077,1 004,0.0086,117 849,1 006,0.0085,116 485,1 006,0.0086,120 649,1 082,0.009000000000000001,125 315,1 240,0.009899999999999999,132 614,1 185,0.0089,129 210,1 204,0.009300000000000001,128 993,1 245,0.0097,178 689,1 844,0.0103,121 717,1 736,0.0143,-0.054***,0.004,0.152***,0.031,0.273***,0.041,0.458***,0.084,0.030***,0.0,-0.485***,0.045,-0.697***,0.022,-0.324***,0.025,-0.744***,0.023,Biology,2315786,1445982,0.9337555985903969,0.7666691186382564,0.8825914319430803,1.0870894223180483,0.008257894736842106
Chemical Engineering,2 641 911,65 310,0.024700000000000003,64 373,1 915,0.0297,75 087,2 147,0.0286,80 014,2 044,0.0255,84 359,2 268,0.0269,91 851,2 522,0.0275,100 868,2 670,0.0265,113 704,2 905,0.0255,119 057,2 919,0.0245,129 957,2 988,0.023,135 036,3 054,0.0226,135 208,2 986,0.022099999999999998,138 565,2 990,0.0216,142 891,2 952,0.0207,153 375,3 337,0.0218,166 265,3 669,0.022099999999999998,173 324,3 923,0.0226,176 154,4 202,0.0239,189 265,4 703,0.0248,196 579,4 997,0.0254,175 979,6 119,0.0348,-0.091***,0.003,-0.079***,0.018,-0.053**,0.024,0.032,0.052,0.027***,0.0,,,-0.225***,0.012,-0.068***,0.014,-0.293***,0.013,Engineering,2641911,1886876,0.5315817670531496,1.131676416150622,0.592590996664107,0.757917050283274,0.024489473684210523
Chemical Physics,395 369,13 945,0.0353,12 946,396,0.030600000000000002,13 638,449,0.0329,14 054,475,0.0338,14 825,492,0.0332,15 618,525,0.0336,16 121,588,0.0365,17 570,556,0.0316,17 936,614,0.0342,19 050,594,0.031200000000000002,20 611,725,0.0352,20 481,684,0.0334,21 163,734,0.0347,21 455,706,0.0329,22 562,760,0.0337,23 909,887,0.0371,25 158,881,0.035,25 749,991,0.0385,25 085,888,0.0354,26 172,983,0.037599999999999995,21 266,1 017,0.0478,0.001,0.006,0.059*,0.031,0.113***,0.041,0.097,0.09,0.013***,0.0,,,,,,,,,"Chemistry, Physics",395369,299486,0.7326355444456609,0.8888778171549439,0.7254242713299336,0.9104111078766497,0.03426842105263158
Chromatography,2 775 940,223 365,0.0805,96 346,5 876,0.061,104 949,6 567,0.0626,110 298,6 933,0.0629,118 181,7 699,0.06509999999999999,125 996,8 137,0.0646,136 909,8 966,0.0655,147 616,9 759,0.0661,150 020,10 239,0.0683,158 488,10 752,0.0678,154 579,10 898,0.0705,145 091,10 723,0.0739,137 416,10 709,0.0779,136 956,11 141,0.08130000000000001,143 082,12 115,0.08470000000000001,153 182,14 019,0.0915,163 763,15 765,0.09630000000000001,165 667,16 793,0.1014,161 013,16 426,0.102,164 045,17 800,0.1085,102 343,12 048,0.1177,-0.024***,0.001,0.000,0.009,0.099***,0.011,0.417***,0.021,0.030***,0.0,-0.282***,0.015,-0.377***,0.006,-0.146***,0.008,-0.537***,0.007,Chemistry,2775948,1650124,0.45811440265220466,1.4919331824881947,0.6427289437692316,0.7565010391498437,0.07746842105263158
Civil Engineering,666 524,100 464,0.1507,23 091,3 103,0.1344,25 486,3 240,0.12710000000000002,28 395,3 725,0.13119999999999998,31 359,4 382,0.13970000000000002,34 048,4 681,0.1375,36 945,5 121,0.1386,40 163,5 582,0.139,37 347,5 185,0.1388,37 354,5 158,0.1381,35 241,5 052,0.1434,32 830,4 586,0.13970000000000002,30 338,4 192,0.1382,30 439,4 305,0.1414,32 773,5 029,0.1534,34 847,5 689,0.16329999999999997,38 120,6 451,0.16920000000000002,39 853,7 032,0.1764,35 629,6 743,0.1893,37 187,7 237,0.1946,25 079,3 971,0.1583,0.012***,0.002,0.039***,0.012,0.090***,0.016,0.255***,0.031,0.009***,0.0,-0.011,0.026,0.018,0.011,0.019,0.013,0.030***,0.011,Engineering,666525,189328,-0.5241848488438293,2.0605841246803993,-0.20024181579055383,-0.11206802390774945,0.14912105263157893
Classical Mechanics,983 246,249 516,0.25379999999999997,35 301,7 888,0.2234,37 394,8 850,0.23670000000000002,38 684,9 093,0.2351,41 264,10 034,0.2432,43 384,10 825,0.2495,46 170,11 992,0.2597,49 911,12 892,0.2583,49 580,12 483,0.2518,52 055,13 161,0.2528,52 583,13 441,0.2556,51 839,12 904,0.2489,51 298,12 562,0.24489999999999998,51 675,12 694,0.2457,53 587,13 638,0.2545,55 624,14 463,0.26,56 566,15 218,0.26899999999999996,59 993,16 616,0.27699999999999997,57 253,16 005,0.27949999999999997,59 345,16 444,0.2771,39 740,8 313,0.20920000000000002,-0.000,0.001,0.152***,0.009,0.192***,0.012,0.331***,0.025,0.009***,0.0,0.201***,0.017,0.241***,0.007,0.162***,0.008,0.227***,0.008,Physics,983248,506292,-0.7539076396046716,1.9053201821682362,-0.55811201903582,-0.3728436031710243,0.2538263157894736
Climatology,579 850,40 294,0.0695,15 374,959,0.062400000000000004,17 469,1 061,0.060700000000000004,18 002,1 103,0.0613,20 997,1 246,0.0593,24 412,1 640,0.0672,27 088,1 708,0.06309999999999999,25 655,1 711,0.0667,30 308,2 002,0.0661,31 485,2 026,0.0643,32 874,2 116,0.0644,32 297,2 023,0.0626,33 101,1 968,0.059500000000000004,33 578,2 213,0.0659,36 246,2 331,0.0643,35 070,2 422,0.0691,35 593,2 668,0.075,32 875,2 731,0.08310000000000001,31 916,2 718,0.0852,34 232,3 135,0.0916,31 278,2 513,0.0803,0.005*,0.003,0.063***,0.018,0.082***,0.024,0.156***,0.05,0.010***,0.0,0.171***,0.034,0.198***,0.016,0.027,0.018,0.099***,0.018,Geology,579851,265626,-0.21432339813364595,1.5295869081609985,0.17240347951959,0.09159398349855377,0.06798947368421052
Clinical Psychology,1 169 780,81 786,0.0699,24 306,1 390,0.0572,28 526,1 622,0.056900000000000006,30 163,1 736,0.0576,34 319,2 048,0.059699999999999996,36 612,2 206,0.0603,41 311,2 579,0.062400000000000004,45 716,2 909,0.0636,49 541,3 225,0.06509999999999999,53 906,3 592,0.0666,57 826,3 779,0.0654,60 521,4 095,0.0677,63 722,4 330,0.068,66 512,4 643,0.0698,68 589,4 946,0.0721,75 476,5 476,0.0726,86 847,6 572,0.0757,94 230,7 110,0.0755,89 930,7 399,0.0823,91 359,7 648,0.0837,70 368,4 481,0.0637,0.015***,0.002,0.093***,0.012,0.122***,0.016,0.204***,0.033,0.009***,0.0,0.071***,0.024,0.022**,0.009,,,-0.065***,0.01,"Medicine, Psychology",1169786,684888,0.22760414826058353,1.1971124292950441,0.308009679771073,0.46702663411959233,0.06748421052631579
Combinatorial Chemistry,635 378,8 236,0.013000000000000001,19 971,311,0.015600000000000001,26 522,372,0.013999999999999999,27 427,403,0.0147,29 659,457,0.0154,30 824,490,0.0159,30 361,429,0.0141,30 359,374,0.0123,30 612,355,0.0116,33 490,365,0.0109,34 654,374,0.0108,35 804,343,0.0096,35 054,410,0.011699999999999999,29 524,363,0.0123,30 752,375,0.012199999999999999,32 843,377,0.0115,34 326,424,0.0124,34 112,443,0.013000000000000001,35 152,456,0.013000000000000001,36 786,449,0.012199999999999999,37 146,666,0.0179,-0.006,0.007,-0.009,0.041,0.094*,0.053,0.481***,0.093,0.025***,0.0,-0.139**,0.056,-0.174***,0.029,-0.114***,0.035,-0.162***,0.03,Chemistry,635378,406867,0.6505757150110046,1.276668006954294,0.746740081866004,0.9059093164018635,0.0128
Combinatorics,1 752 770,493 180,0.2814,53 080,13 647,0.2571,58 865,15 691,0.2666,62 157,16 404,0.2639,67 162,18 377,0.2736,72 270,20 051,0.2774,79 715,22 465,0.2818,84 385,23 272,0.2758,86 359,23 981,0.2777,91 639,25 476,0.278,94 672,26 330,0.2781,96 834,26 291,0.27149999999999996,97 356,26 298,0.2701,98 485,27 570,0.2799,102 682,29 024,0.2827,107 911,31 338,0.2904,111 699,32 866,0.2942,114 140,34 087,0.2986,102 692,31 142,0.30329999999999996,105 198,32 051,0.30469999999999997,65 469,16 819,0.2569,0.037***,0.001,0.210***,0.006,0.305***,0.008,0.494***,0.016,0.012***,0.0,0.074***,0.012,0.136***,0.005,0.162***,0.007,0.237***,0.005,Mathematics,1752772,725555,-1.6625018620197543,2.450994263719812,-1.64575758599019,-1.1723030092757918,0.2802842105263159
Composite Material,6 472 276,427 199,0.066,205 789,13 462,0.0654,228 743,15 060,0.0658,239 260,15 435,0.0645,249 787,16 605,0.0665,265 974,17 709,0.0666,289 794,19 614,0.0677,318 126,20 651,0.0649,323 287,20 741,0.0642,340 011,21 270,0.0626,343 005,21 267,0.062,334 699,21 028,0.06280000000000001,331 206,20 517,0.061900000000000004,335 160,20 842,0.0622,358 109,23 043,0.0643,379 350,25 057,0.0661,387 612,26 023,0.06709999999999999,396 982,28 464,0.0717,395 177,28 051,0.071,411 421,30 261,0.0736,338 784,22 099,0.0652,-0.050***,0.001,-0.032***,0.006,0.050***,0.009,0.293***,0.017,0.025***,0.0,-0.126***,0.011,-0.098***,0.005,-0.043***,0.005,-0.174***,0.005,Materials Science,6472290,3756130,-0.08428722509080092,1.7411647874012324,0.265250696233432,0.26394573238944563,0.06583684210526317
Computational Biology,938 255,101 894,0.10859999999999999,22 926,2 403,0.1048,25 133,2 768,0.1101,26 912,3 064,0.1139,28 878,3 158,0.1094,31 634,3 365,0.10640000000000001,33 697,3 741,0.111,36 973,3 993,0.10800000000000001,39 658,4 071,0.1027,42 617,4 237,0.09939999999999999,44 142,4 209,0.09539999999999998,45 782,4 376,0.0956,49 769,4 754,0.0955,49 476,5 020,0.1015,51 247,5 502,0.1074,55 416,6 407,0.11560000000000001,62 110,7 111,0.11449999999999999,62 424,7 560,0.1211,62 753,7 665,0.12210000000000001,81 595,9 434,0.11560000000000001,85 113,9 056,0.10640000000000001,-0.008***,0.002,0.155***,0.012,0.227***,0.015,0.452***,0.031,0.019***,0.0,0.098***,0.016,0.106***,0.011,0.056***,0.011,0.180***,0.011,Biology,938256,501170,0.9969146272375642,0.8548559772322798,0.9466620347568329,1.16788582268402,0.10789473684210525
Computational Chemistry,458 068,21 916,0.0478,15 284,563,0.0368,15 707,647,0.0412,15 941,662,0.0415,17 235,701,0.0407,18 866,769,0.0408,19 496,837,0.0429,21 788,956,0.043899999999999995,22 388,931,0.0416,23 087,954,0.041299999999999996,24 080,1 043,0.0433,23 332,991,0.0425,23 436,1 043,0.044500000000000005,23 078,1 010,0.0438,24 587,1 187,0.0483,25 807,1 337,0.0518,28 891,1 570,0.054299999999999994,30 362,1 665,0.0548,30 456,1 643,0.053899999999999997,31 914,1 899,0.059500000000000004,22 333,1 508,0.0675,0.078***,0.004,0.380***,0.023,0.490***,0.03,0.792***,0.055,0.028***,0.0,,,,,,,,,Chemistry,458068,352116,0.7089106438409717,1.0427823531294305,0.7276842080429468,0.9174671144668578,0.04565263157894736
Computational Physics,202 014,18 520,0.0917,8 856,819,0.0925,9 251,860,0.09300000000000001,9 321,893,0.0958,9 404,901,0.0958,9 587,869,0.0906,10 173,938,0.0922,10 166,940,0.0925,10 355,880,0.085,10 421,931,0.08929999999999999,10 747,973,0.09050000000000001,10 567,941,0.0891,10 690,1 005,0.094,10 616,934,0.08800000000000001,10 594,949,0.08960000000000001,10 655,927,0.087,10 448,969,0.09269999999999999,11 515,1 059,0.092,10 796,1 049,0.09720000000000001,11 890,1 144,0.0962,5 962,539,0.0904,-0.010***,0.004,-0.022,0.029,0.033,0.039,0.130,0.081,0.017***,0.0,0.104**,0.048,0.120***,0.02,0.026,0.023,0.075***,0.024,Physics,202015,122969,-0.6410465360813613,1.7852840023385923,-0.31961607540522524,-0.2839897356136428,0.09173684210526317
Condensed Matter Physics,1 159 405,66 558,0.0574,48 995,2 330,0.047599999999999996,52 583,2 521,0.0479,52 196,2 576,0.049400000000000006,51 781,2 520,0.0487,53 741,2 736,0.0509,54 765,2 688,0.049100000000000005,56 693,2 718,0.0479,58 091,2 882,0.0496,59 170,2 788,0.0471,60 220,2 817,0.046799999999999994,60 642,2 994,0.049400000000000006,60 281,3 028,0.050199999999999995,59 451,2 989,0.050300000000000004,60 226,3 270,0.054299999999999994,62 052,3 722,0.06,61 958,3 972,0.0641,65 051,4 428,0.0681,61 819,4 526,0.0732,66 331,5 338,0.0805,53 359,5 715,0.10710000000000001,0.021***,0.002,0.173***,0.015,0.206***,0.02,0.372***,0.041,0.019***,0.0,-0.139***,0.029,0.012,0.012,0.076***,0.013,0.046***,0.013,Physics,1159406,748613,-0.05893632203513077,1.2231677940099046,0.17693408949055625,0.18569723676685015,0.05447894736842106
Construction Engineering,136 394,20 326,0.149,5 777,776,0.1343,6 296,856,0.136,7 357,1 105,0.1502,7 886,1 261,0.15990000000000001,8 372,1 289,0.154,8 783,1 426,0.1624,9 012,1 364,0.1514,7 641,1 153,0.1509,7 508,1 106,0.14730000000000001,6 427,953,0.1483,5 823,764,0.13119999999999998,5 126,651,0.127,5 246,676,0.12890000000000001,5 996,796,0.1328,6 219,929,0.1494,6 675,1 015,0.1521,7 063,1 163,0.16469999999999999,6 910,1 161,0.168,6 095,1 078,0.1769,6 182,804,0.1301,0.017***,0.003,0.039,0.03,0.078**,0.038,-0.015,0.075,0.005***,0.001,0.008,0.08,,,-0.012,0.037,0.122***,0.026,Engineering,136394,22191,-0.7188389699658313,2.306357603815793,-0.40068084919011054,-0.25756744920267266,0.14872105263157892
Control Engineering,549 653,464 910,0.8458,21 183,18 079,0.8534999999999999,23 571,19 996,0.8482999999999999,22 522,18 883,0.8384,25 154,21 111,0.8393,27 025,22 668,0.8388,29 053,24 195,0.8328,31 332,26 330,0.8404,30 376,25 390,0.8359000000000001,29 997,25 053,0.8351999999999999,29 673,24 978,0.8418000000000001,26 126,21 960,0.8405,25 056,21 314,0.8506999999999999,26 113,22 259,0.8523999999999999,28 001,23 833,0.8511,28 955,24 722,0.8538,29 244,25 006,0.8551000000000001,30 415,25 944,0.853,29 727,25 466,0.8567,32 950,28 136,0.8539,23 180,19 587,0.845,-0.039***,0.002,-0.073***,0.015,-0.028,0.019,-0.057,0.037,-0.015***,0.0,-0.045,0.029,-0.075***,0.012,-0.022,0.014,0.036***,0.013,Engineering,549653,190200,-1.2937415459844375,2.0807522457789243,-1.222955584320705,-0.8775910968286527,0.8458736842105263
Crystallography,1 225 206,36 984,0.0302,54 646,1 629,0.0298,57 582,1 636,0.028399999999999998,58 808,1 826,0.0311,57 765,1 651,0.0286,61 347,1 728,0.0282,62 149,1 919,0.030899999999999997,65 993,1 988,0.0301,63 719,1 900,0.0298,64 635,1 951,0.0302,65 071,1 910,0.0294,63 418,1 767,0.0279,62 679,1 706,0.027200000000000002,62 304,1 643,0.0264,62 020,1 857,0.029900000000000003,64 142,1 967,0.030699999999999998,65 355,1 986,0.0304,63 202,2 082,0.0329,59 801,1 899,0.0318,61 714,1 977,0.032,48 856,1 962,0.04019999999999999,0.010***,0.003,0.190***,0.021,0.294***,0.027,0.486***,0.053,0.026***,0.0,-0.237***,0.031,-0.152***,0.015,-0.020,0.017,-0.178***,0.016,Chemistry,1225206,798796,0.22712967155083605,1.27985811580838,0.4175703330648431,0.48310129471251206,0.029773684210526313
Dentistry,754 183,45 206,0.0599,22 995,1 535,0.0668,25 262,1 620,0.0641,27 193,1 723,0.0634,29 103,1 774,0.061,31 053,1 873,0.0603,33 549,2 022,0.0603,36 585,2 136,0.0584,38 073,2 079,0.0546,39 615,2 344,0.0592,40 905,2 296,0.056100000000000004,40 423,2 219,0.054900000000000004,39 603,2 284,0.057699999999999994,40 414,2 202,0.0545,43 313,2 421,0.0559,43 965,2 635,0.0599,49 094,2 963,0.0604,47 644,2 896,0.0608,41 625,2 610,0.06269999999999999,42 955,2 955,0.0688,40 814,2 619,0.0642,0.019***,0.002,0.249***,0.018,0.413***,0.023,0.831***,0.039,0.028***,0.0,-0.078**,0.039,-0.219***,0.015,-0.118***,0.02,-0.386***,0.016,Medicine,754201,318976,-0.8034855541938737,2.3557222788526855,-0.17347846866883998,-0.3323410984233366,0.05998947368421052
Dermatology,604 381,8 287,0.0137,17 790,154,0.0087,19 194,171,0.0089,20 613,196,0.0095,21 267,180,0.0085,22 685,202,0.0089,23 120,213,0.0092,25 271,254,0.0101,26 833,277,0.0103,28 111,286,0.0102,29 493,318,0.0108,31 155,334,0.010700000000000001,32 371,319,0.009899999999999999,33 223,430,0.0129,34 655,443,0.0128,36 924,529,0.0143,39 861,642,0.0161,40 202,723,0.018000000000000002,38 235,799,0.0209,41 789,930,0.0223,41 589,887,0.0213,0.118***,0.005,0.575***,0.036,0.676***,0.042,0.935***,0.071,0.034***,0.001,0.160*,0.085,0.138***,0.035,0.188***,0.044,0.018,0.036,Medicine,604388,255788,0.16305814563745302,1.547842364689986,0.4551505608566264,0.47262661857545024,0.012263157894736844
Discrete Mathematics,659 700,164 171,0.2489,19 958,4 986,0.2498,21 568,5 514,0.2557,23 046,5 835,0.2532,25 172,6 471,0.2571,26 774,6 867,0.2565,30 039,7 565,0.2518,32 556,7 930,0.24359999999999998,33 549,8 104,0.2416,35 668,8 680,0.2434,36 750,8 785,0.239,37 891,9 098,0.2401,37 644,8 873,0.2357,38 048,9 257,0.2433,39 855,10 014,0.25129999999999997,41 685,10 408,0.24969999999999998,42 822,10 930,0.2552,44 243,11 454,0.2589,38 627,10 003,0.259,38 256,10 024,0.262,15 549,3 373,0.2169,0.047***,0.001,0.221***,0.01,0.321***,0.013,0.589***,0.026,0.011***,0.0,,,0.098***,0.009,0.148***,0.012,0.132***,0.009,Mathematics,659701,269943,-2.7486796731841516,2.2981267033179744,-3.1260813130853,-2.2890543325205566,0.24983684210526316
Earth Science,147 194,4 921,0.0334,4 297,124,0.028900000000000002,4 989,149,0.029900000000000003,4 758,157,0.033,5 399,178,0.033,6 427,175,0.027200000000000002,6 651,182,0.0274,5 912,187,0.0316,7 069,235,0.0332,6 803,210,0.030899999999999997,8 321,234,0.0281,8 084,235,0.0291,8 688,291,0.0335,8 829,312,0.0353,9 554,306,0.032,10 027,365,0.0364,8 419,269,0.032,7 388,286,0.0387,7 152,262,0.0366,7 533,300,0.0398,10 894,464,0.0426,0.002,0.007,0.143**,0.056,0.072,0.073,0.114,0.143,0.018***,0.001,,,,,,,,,Geology,147195,44149,0.10724235695678788,1.6398181184072689,0.3721870382301914,0.4352059806382417,0.03245263157894737
Ecology,5 998 498,516 179,0.0861,169 914,13 252,0.078,187 763,15 032,0.0801,202 393,16 421,0.08109999999999999,222 531,18 063,0.0812,246 943,19 959,0.0808,269 130,22 077,0.08199999999999999,281 531,23 086,0.08199999999999999,295 199,24 182,0.0819,313 079,25 236,0.0806,320 355,25 463,0.0795,315 160,24 916,0.0791,313 554,24 258,0.0774,309 937,25 182,0.0812,329 728,28 070,0.0851,347 753,30 716,0.0883,385 940,35 041,0.0908,397 608,38 111,0.0959,376 285,37 501,0.09970000000000001,404 546,42 938,0.1061,309 149,26 675,0.0863,0.007***,0.001,0.194***,0.005,0.235***,0.007,0.380***,0.014,0.018***,0.0,-0.293***,0.01,-0.240***,0.004,-0.157***,0.005,-0.237***,0.005,Biology,5998522,2906091,0.19513092169544566,1.628872931766518,0.4859093448325687,0.5209055080487492,0.08477894736842106
Electrical Engineering,3 831 992,1 035 329,0.2702,125 208,32 128,0.2566,138 755,37 090,0.2673,137 731,35 225,0.25579999999999997,151 673,40 214,0.2651,163 244,43 437,0.2661,181 864,47 941,0.2636,195 936,50 761,0.2591,198 527,51 254,0.2582,203 784,52 764,0.2589,209 482,54 149,0.2585,198 484,50 001,0.2519,196 005,49 889,0.2545,196 426,51 025,0.25980000000000003,208 975,55 700,0.26649999999999996,220 916,60 188,0.2724,223 444,62 154,0.2782,232 681,67 950,0.292,227 292,69 366,0.30519999999999997,247 498,77 899,0.3147,174 067,46 194,0.26539999999999997,-0.033***,0.001,-0.054***,0.004,0.006,0.006,0.086***,0.013,0.003***,0.0,0.026***,0.009,0.076***,0.004,0.049***,0.004,0.127***,0.004,Engineering,3831999,1438756,-0.8620902762156465,2.1933036516493147,-0.47041396476762887,-0.4234295458857835,0.2686526315789474
Electronic Engineering,1 354 419,429 391,0.317,53 336,16 425,0.308,59 287,18 166,0.3064,55 451,16 913,0.305,59 341,18 510,0.3119,62 693,19 497,0.311,67 597,20 853,0.3085,70 235,21 729,0.3094,70 043,21 490,0.3068,70 294,22 122,0.3147,73 125,22 677,0.31010000000000004,69 404,21 128,0.3044,69 251,21 353,0.30829999999999996,68 922,21 549,0.3127,72 981,23 192,0.3178,74 887,24 413,0.326,71 334,24 486,0.3433,75 544,26 152,0.34619999999999995,74 274,26 118,0.35159999999999997,82 419,28 101,0.341,54 001,14 517,0.2688,0.020***,0.001,0.092***,0.007,0.142***,0.009,0.237***,0.019,0.004***,0.0,-0.029**,0.014,0.024***,0.006,0.021***,0.007,0.113***,0.007,Engineering,1354423,493201,-1.5962109690019877,2.4224124749091054,-1.5207119668876974,-1.1117284740201665,0.31805789473684215
Emergency Medicine,483 945,10 793,0.0223,9 267,144,0.0155,10 561,139,0.0132,11 097,187,0.0169,12 250,208,0.017,12 907,195,0.0151,15 665,254,0.016200000000000003,17 654,318,0.018000000000000002,20 358,336,0.0165,21 641,421,0.0195,22 799,374,0.016399999999999998,24 481,447,0.0183,25 774,504,0.0196,27 195,520,0.0191,29 509,649,0.022000000000000002,32 288,790,0.0245,42 171,1 029,0.024399999999999998,44 271,1 178,0.026600000000000002,38 766,1 179,0.0304,36 584,1 151,0.0315,28 707,770,0.0268,0.014***,0.005,0.168***,0.031,0.204***,0.04,0.078,0.087,0.020***,0.0,0.014,0.068,0.189***,0.027,0.067*,0.035,0.148***,0.028,Medicine,483954,249047,0.1739506945938368,1.0949106086124336,0.225553371602485,0.39293281631632354,0.02003684210526316
